date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:43:51	7306/7306	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Nov%202020%2008:13:18%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/logo.png	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/logo.png	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:43:52	69664/69664	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index-helpdesk.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/index-helpdesk.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:43:53	175758/175758	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:17:06%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index-cool.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/index-cool.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:43:54	41471/41471	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/doc-archive.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/doc-archive.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:43:55	81839/81839	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:56%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/doclist.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/doclist.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:43:56	69118/69118	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:52%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/tab.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/tab.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:43:57	61207/61207	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/accordion.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/accordion.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:43:58	62469/62469	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:52%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/notice.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/notice.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:00	63860/63860	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:17:04%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/image-pointing.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/image-pointing.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:01	57850/57850	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:56%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/tooltip.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/tooltip.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:02	63023/63023	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/lightbox.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/lightbox.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:03	62832/62832	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2002:02:14%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/can-use.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/can-use.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:03	62852/62852	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/footnote.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/footnote.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:04	85666/85666	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:17:04%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/layouts.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/layouts.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:05	84181/84181	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:17:06%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/layout-leftsidebar.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/layout-leftsidebar.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:06	96131/96131	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:17:06%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/layout-full.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/layout-full.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:07	82657/82657	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:17:06%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/sticky-menu.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/sticky-menu.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:09	78992/78992	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:17:04%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/simple-footer.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/simple-footer.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:11	56529/56529	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/tour.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/tour.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:11	43785/43785	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/typography.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/typography.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:12	63773/63773	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/code.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/code.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:13	34917/34917	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:17:04%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/image.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/image.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:15	60963/60963	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/video.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/video.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:16	65629/65629	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/keyboard-shortcuts.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/keyboard-shortcuts.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:17	151933/151933	---M-Z	200	added ('OK')	text/html	date:Fri,%2005%20Feb%202021%2000:34:12%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/Onepage.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/Onepage.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:17	70019/70019	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/cheatsheet.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/cheatsheet.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:19	71772/71772	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/changelog.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/changelog.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:19	41890/41890	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/contact.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/contact.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:20	4224/4224	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2008:31:24%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/signin.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/signin.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:21	5462/5462	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2008:31:20%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/signup.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/signup.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:22	3296/3296	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Nov%202020%2008:31:18%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/error.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/error.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:24	55305/55305	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/forums.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/forums.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:25	78735/78735	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/forum-topics.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/forum-topics.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:25	67230/67230	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Feb%202021%2000:11:38%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/forum-single.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/forum-single.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:26	1360/1360	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Mar%202020%2007:45:56%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/tick.png	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/tick.png	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:27	1158/1158	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Mar%202020%2007:45:56%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/sheet.png	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/sheet.png	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:28	3531/3531	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Mar%202020%2007:45:56%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/shopping-bag.png	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/shopping-bag.png	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:29	1493/1493	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Mar%202020%2007:45:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/gear.png	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/gear.png	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:30	47909/47909	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:52%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/blog-grid.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/blog-grid.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:31	51422/51422	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/blog-grid-two.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/blog-grid-two.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:32	48444/48444	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:54%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/blog-list.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/blog-list.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:33	54319/54319	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2001:15:52%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/blog-single.html	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/blog-single.html	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:34	424/424	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Mar%202020%2007:46:06%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/home_two/plus.png	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/home_two/plus.png	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
21:44:35	452/452	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Mar%202020%2007:46:06%20GMT	https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/home_two/plus_one.png	/Users/macbookpro/Desktop/web%20copy/blog/html.spiderthemes-demos.com/kbdoc/kbdoc-html/img/home_two/plus_one.png	(from https://html.spiderthemes-demos.com/kbdoc/kbdoc-html/index.html?fbclid=IwAR0LgpsKb8CXmKCa9k8xeGWKMI7FfksiLcs_VVp90misoH7UfWjZqlQAkpo)
